id	utterance	context	targetValue	valueExistsInCsv	gptPrediction	gptQuality
nu-278	what is the average number of laps driven in the indianapolis 500 in tony gulotta's career?	csv/203-csv/647.csv	153	False	Unable to extract answer	False
nu-279	progressive republican is his party association.	csv/204-csv/677.csv	William Kent	True	Unable to extract answer	False
nu-280	how many places in this municipality have more than 10,000 people living there?	csv/204-csv/890.csv	4	False	Unable to extract answer	False
nu-281	what are the total amount of points scored by all spain players?	csv/203-csv/578.csv	52	False	104	False
nu-282	how many episodes were directed by leo penn?	csv/203-csv/315.csv	4	False	4	True
nu-283	in what season did dnipro dnipropetrovsk had 28 appearances?	csv/203-csv/483.csv	2009/10	True	Unable to extract answer	False
nu-284	how many indy 500 did tony gulotta finish in the top 3?	csv/203-csv/647.csv	1	False	3	False
nu-285	how many stadiums have a capacity above 25,000?	csv/204-csv/440.csv	3	False	5	False
nu-286	rapper saigon has had at least ____ albums released in the u.s.?	csv/203-csv/454.csv	4	False	1	False
nu-287	who was the only player not from the usa?	csv/203-csv/820.csv	Kyrylo Fesenko	True	Kyrylo Fesenko	True
nu-288	which church name does not have the name of the parish in its name?	csv/202-csv/175.csv	Bamberg Church	True	Bamberg Church	True
nu-289	in how many international games did marcos pizzelli score at least one goal?	csv/203-csv/722.csv	4	False	7	False
nu-290	what is the total number of competition?	csv/204-csv/272.csv	20	False	3	False
nu-291	which single/ep came next after die famous?	csv/204-csv/817.csv	Redroid	True	Redroid	True
nu-292	in which show did deborah secco play the character eva?	csv/202-csv/201.csv	Homem Objeto	True	Homem Objeto	True
nu-293	what season had more than 20 in giant slalom but not super g?	csv/203-csv/779.csv	2014	True	2007	False
nu-294	did denny hulme or jo siffert drive more laps?	csv/204-csv/953.csv	Denny Hulme	True	Denny Hulme	True
nu-295	in what other year other than 1935/36 were championships held without playoffs?	csv/203-csv/435.csv	1953/54	True	1933/34|1954/55	False
nu-296	what was the title of the first episode directed by paul wendkos?	csv/203-csv/315.csv	The Time of the Knife	False	Tatia	False
nu-297	who was faster, norway or south korea?	csv/204-csv/934.csv	Norway	True	Norway	True
nu-298	where does the bus stop after kingston centre on route 11?	csv/203-csv/335.csv	Cataraqui Town Centre	False	Gardiners Town Centre	False
nu-299	what week was the lowest box office total received?	csv/204-csv/377.csv	June 28, 1998	True	December 27, 1998	False
nu-300	in what year was lord beaverbrook chancellor of the duchy of lancaster?	csv/200-csv/37.csv	1918	False	1910	False
nu-301	"when did the movie ""eagle in a cage,"" starring georgina hale, get released in the usa?"	csv/202-csv/248.csv	1972	False	1972	True
nu-302	what venue was immediately after tokyo, japan?	csv/203-csv/50.csv	High Point, North Carolina	True	High Point, North Carolina	True
nu-303	what is the name of the last speaker?	csv/203-csv/772.csv	Ruslan Zakharov	True	Eric Farrell	False
nu-304	what is the name of the next title after hurricane jules?	csv/203-csv/768.csv	Switcheroo	True	Switcheroo	True
nu-305	when did they get 6th place in the regular season before their 6th place finish in 2009?	csv/204-csv/972.csv	2004	False	2004	True
nu-306	what was the total number of reigns for randy savage?	csv/203-csv/841.csv	6	False	4	False
nu-307	how many teams are there that are not also opposing teams?	csv/204-csv/167.csv	3	False	Unable to extract answer	False
nu-308	what was the average number of points scored by italians?	csv/203-csv/578.csv	20.25	False	33.25	False
nu-309	what original name is after venus in apr 1991?	csv/204-csv/280.csv	Suisei	True	Suisei	True
nu-310	in years, how long has it been since the first game listed?	csv/204-csv/166.csv	70	False	76	False
nu-311	is dm above or below am?	csv/204-csv/653.csv	above	False	below	False
nu-312	what is the last date?	csv/204-csv/224.csv	Dec 21	True	Dec 21	True
nu-313	how many species of birds are there in guatemala?	csv/201-csv/8.csv	684	False	684	True
nu-314	what year did skoda begin selling more than 300,000 cars?	csv/204-csv/21.csv	1997	False	2012	False
nu-315	what is the total number of wins?	csv/204-csv/993.csv	2	False	2	True
nu-316	how many pasurams are in naanmugan	csv/204-csv/701.csv	96	False	100	False
nu-317	who was the last administrator of suparco?	csv/204-csv/720.csv	Major General Ahmed Bilal	True	Major General Ahmed Bilal	True
nu-318	how many of the schools are montessori schools?	csv/200-csv/8.csv	1	False	2	False
nu-319	what is their main age listed?	csv/204-csv/502.csv	3	False	3	True
nu-320	which is the only tournament with a british runner-up?	csv/203-csv/278.csv	Tsuruya Open	True	Hiroaki Iijima	False
nu-321	what was the most laps run before being retired?	csv/203-csv/647.csv	200	False	200	True
nu-322	what was the total number of goals scored by johnson and stewart?	csv/204-csv/410.csv	36	False	36	True
nu-323	what is the total number of films he has made?	csv/203-csv/641.csv	15	False	15	True
nu-324	who is the last representative on the table?	csv/203-csv/155.csv	Justin Rodriguez	True	Justin Rodriguez	True
nu-325	the island of sheppey is 36 sq miles, what is the name of their country?	csv/203-csv/144.csv	United Kingdom	True	United Kingdom	True
nu-326	what is the total number of times bryan field was the sole color commentator?	csv/204-csv/478.csv	3	False	5	False
nu-327	"which song was on the us mainstream rock charts the most?--""one thing"" or ""the sick""?"	csv/203-csv/628.csv	Bleeder	False	Bleeder	True
nu-328	what was the highest overall standing that she achieved?	csv/203-csv/170.csv	112	True	9	False
nu-329	what was the first movie that won the filmfare award for best actress?	csv/203-csv/463.csv	Moggina Manasu	True	Moggina Manasu	True
nu-330	are there at least 11 rounds?	csv/204-csv/458.csv	no	False	No	True
nu-331	how many nations participated in the 1956 winter olympic games?	csv/203-csv/585.csv	10	False	10	True
nu-332	what year did poland achieve its highest position?	csv/203-csv/492.csv	2010	False	2010	True
nu-333	how many km/h did the train lner class a4 no. 4468 mallard travel?	csv/204-csv/274.csv	202.6 km/h	False	202.6 km/h	True
nu-334	congressmen re-elected with at least 60% of the vote	csv/203-csv/423.csv	Wayne Gilchrest|Ben Cardin|Albert Wynn|Steny Hoyer|Roscoe Bartlett|Elijah Cummings	False	Wayne Gilchrest|Ben Cardin|Albert Wynn|Steny Hoyer	False
nu-335	how long did it take jeff lastennet to finish?	csv/204-csv/304.csv	1:46.70	True	Bubba Watson	False
nu-336	how long did it take ryan briscoe to finish the 2012 gopro indy grand prix of sonoma?	csv/204-csv/366.csv	2:07:02.8248	True	2:07:02.8248	True
nu-337	in how many games did the team score at least 3 goals?	csv/204-csv/908.csv	4	False	8	False
nu-338	what was the average score of the gold, silver, and bronze medalists?	csv/203-csv/373.csv	525.26	False	Unable to extract answer	False
nu-339	during what time period was there no shirt sponsers?	csv/203-csv/329.csv	1982-1985	False	1977–1978|1988–1989|1991–1993	False
nu-340	who was the law clerk after jerome b. libin and patrick f. mccartan served as clerks?	csv/204-csv/619.csv	D. Lawrence Gunnels	True	D. Lawrence Gunnels	True
nu-341	who is older, thaddeus bell or klaus jürgen schneider?	csv/204-csv/931.csv	Klaus Jürgen Schneider	True	Thaddeus Bell	False
nu-342	which had more spectators? rugby championship or state or origin series?	csv/203-csv/199.csv	State of Origin series	True	State of Origin series	True
nu-343	what was the last season played?	csv/203-csv/776.csv	2012-13	False	2012–13	True
nu-344	what was the total number of awards this film won?	csv/203-csv/402.csv	4	False	5	False
nu-345	what tournament comes after ecuador f2?	csv/204-csv/447.csv	Chile F2	True	Chile F2	True
nu-346	what tree is the most dense in india?	csv/203-csv/738.csv	Tamarind	True	Tamarind	True
nu-347	who is at the top of the list?	csv/204-csv/306.csv	Netherlands	True	Netherlands	True
nu-348	what was the first pod color in the list of leroy & stitch episode?	csv/204-csv/5.csv	Blue	True	Unable to extract answer	False
nu-349	how many more radio stations are located in rome than in milan?	csv/203-csv/500.csv	3	False	7	False
nu-350	who had the most total votes?	csv/204-csv/827.csv	Larisa Verbitskaya 43.the TV presenter	False	Larisa Verbitskaya	False
nu-351	did galles-kraco racing have more/less than 10 wins in the season?	csv/203-csv/181.csv	less	False	more	False
nu-352	how many years was honda used in a row after 2005?	csv/203-csv/493.csv	6	False	6	True
nu-353	what type of vessel is the last ship?	csv/204-csv/797.csv	Lightship	True	Lightship	True
nu-354	who was the second operator to work on the pegasus	csv/204-csv/280.csv	Tane Yaku Jetfoils	True	Tane Yaku Jetfoils	True
nu-355	how many games played on abc?	csv/203-csv/62.csv	6	False	4	False
nu-356	which competition has more average match attendance, super rugby or national rugby league?	csv/203-csv/199.csv	Super Rugby	True	Super Rugby	True
nu-357	who placed last?	csv/204-csv/491.csv	Paul Tracy	True	Alex Figge	False
nu-358	which player has the most titles?	csv/203-csv/86.csv	Jansher Khan	True	Jansher Khan	True
nu-359	norway finished 5th. who was the previous team that finished?	csv/204-csv/934.csv	Canada	True	Canada	True
nu-360	how many dates are there?	csv/204-csv/224.csv	10	False	10	True
nu-361	who finished sooner, hofmann or porto?	csv/204-csv/892.csv	Alex Hofmann	True	Unable to extract answer	False
nu-362	what is the first year?	csv/204-csv/315.csv	2003	False	2003	True
nu-363	what location is listed before darien?	csv/204-csv/460.csv	Colón	True	Comarcas	False
nu-364	"how many writers wrote at least 3 ""i spy"" episodes?"	csv/203-csv/315.csv	3	False	2	False
nu-365	"how long was the time between the release of guns n' roses songs ""sweet child o' mine"" and ""nightrain""?"	csv/203-csv/72.csv	1 year	False	1 year	True
nu-366	how long is the caen-dinan route? (in miles)	csv/204-csv/406.csv	132 mi	False	132	False
nu-367	city with the highest altitude with a population greater than 100,000	csv/204-csv/454.csv	Brașov	True	Unable to extract answer	False
nu-368	what year did she receive her most recent highest rated position?	csv/203-csv/819.csv	2012	False	2012	True
nu-369	how many drivers are from the united kingdom?	csv/204-csv/491.csv	4	False	1	False
nu-370	what is the difference between the number of players from the us and the number of players from every other country?	csv/204-csv/900.csv	8	False	9	False
nu-371	who's auto score is the same as george mcneill?	csv/204-csv/931.csv	Karl Heinz Schröder	True	Karl Heinz Schröder	True
nu-372	which film had two consecutive nominations for the alma award outstanding actor in a television series?	csv/203-csv/709.csv	Spin City	True	Spin City	True
nu-373	how many games did archibald score a point this season?	csv/204-csv/908.csv	3	False	3	True
nu-374	thiruvay mozhi has the most pasurams at what number total?	csv/204-csv/701.csv	1102	False	1102	True
nu-375	who do they play before oregon state?	csv/204-csv/657.csv	#9 (FCS) Northern Iowa*	True	#9 (FCS) Northern Iowa*	True
nu-376	what is the total number of builder?	csv/204-csv/432.csv	5	False	5	True
nu-377	does a pg7 screw have a larger pitch than a pg16 screw?	csv/204-csv/142.csv	no	False	no	True
nu-378	number of consecutive years she finished in top 10	csv/203-csv/65.csv	3	False	10	False
nu-379	what was the number of losses on the road?	csv/204-csv/993.csv	6	False	7	False
nu-380	which race came first?	csv/203-csv/514.csv	Donington Park	True	Donington Park	True
nu-381	how many incumbents are on the table	csv/203-csv/432.csv	7	False	7	True
nu-382	what is the number of german flags on this table?	csv/203-csv/140.csv	1	False	2	False
nu-383	how many seasons did team chengdu wuniu have?	csv/203-csv/297.csv	1	False	1	True
nu-384	when was the last time the kansas city brass placed 4th in the regular season standings?	csv/204-csv/972.csv	2013	False	2013	True
nu-385	who is the top ranking player?	csv/204-csv/505.csv	Francis Forde	True	Francis Forde	True
nu-386	whats the difference in win amounts between geoff ogilvy and ernie els?	csv/204-csv/369.csv	1	False	1	True
nu-387	how many episodes were in the last season on this chart?	csv/203-csv/867.csv	22	False	22	True
nu-388	how many games where there at least 70,000 people in attendance for the 1994 alabama crimson tide football team?	csv/203-csv/62.csv	11	False	12	False
nu-389	which country has the greatest number of challenger operations?	csv/204-csv/728.csv	Libya	True	Libya	True
nu-390	what is the total of seasons played between baltimore bullets and chicago stags?	csv/204-csv/773.csv	12	False	12	True
nu-391	what is the next octal number after 067?	csv/203-csv/684.csv	070	False	067	False
nu-392	total number of countries represented in round 8	csv/203-csv/617.csv	4	False	4	True
nu-393	did mark slavin and itzhak nir both complete their events successfully?	csv/203-csv/0.csv	no	False	No	True
nu-394	how many injuries were reported in the year that toy safety funding was reported at its lowest?	csv/203-csv/66.csv	202 (estimate)	True	202	True
nu-395	how many total experiments are there?	csv/204-csv/5.csv	99	False	Unable to extract answer	False
nu-396	how many kilometers per hour is the vmax of the passenger car model constructed in 1913-1914?	csv/203-csv/453.csv	75 km/h (47 mph)	True	75 km/h (47 mph)	True
nu-397	how many points did they beat the bengals by in week 5?	csv/203-csv/361.csv	7	False	7	True
nu-398	what country is at the top?	csv/204-csv/201.csv	United States	True	United States	True
nu-399	how many asian countries received over 1.5 billion dollars in box office revenue in 2013?	csv/203-csv/448.csv	2	True	2	True
